Date,High,Low,Open,Close,Volume,Adj Close,Outlier,Outlier_Intensity
2021-01-04,19.100000381469727,17.149999618530273,19.0,17.25,10022500,17.25,-1,-0.02117258900273722
2021-01-05,18.07999992370605,17.229999542236328,17.350000381469727,17.370000839233402,4961500,17.370000839233402,-1,-0.004884367457289596
2021-01-06,18.979999542236328,17.329999923706055,17.34000015258789,18.36000061035156,6056200,18.36000061035156,-1,-0.009234351588537804
2021-01-07,19.450000762939453,18.020000457763672,18.46999931335449,18.07999992370605,6129300,18.07999992370605,1,0.0015306325893510442
2021-01-08,18.299999237060547,17.079999923706055,18.18000030517578,17.690000534057614,6482000,17.690000534057614,-1,-0.0013242285857224534
2021-01-11,20.649999618530273,19.01000022888184,19.40999984741211,19.940000534057614,14927600,19.940000534057614,-1,-0.019163317183212847
2021-01-12,20.399999618530273,19.31999969482422,19.959999084472656,19.950000762939453,7060700,19.950000762939453,-1,-0.019336475221786276
2021-01-13,38.650001525878906,20.030000686645508,20.420000076293945,31.399999618530273,144501700,31.399999618530273,-1,-0.02377407544560972
2021-01-14,43.060001373291016,33.049999237060554,38.09000015258789,39.90999984741211,93717400,39.90999984741211,1,0.08153223895730777
2021-01-15,40.75,34.009998321533196,38.4900016784668,35.5,46866400,35.5,1,0.0204252394238707
2021-01-19,45.52000045776367,36.63999938964844,41.54999923706055,39.36000061035156,74721900,39.36000061035156,1,0.08013464228821182
2021-01-20,41.18999862670898,36.060001373291016,37.36999893188477,39.11999893188477,33471800,39.11999893188477,1,0.07482745632340382
2021-01-21,44.75,37.0,39.22999954223633,43.02999877929688,57079800,43.02999877929688,1,0.07377582577854108
2021-01-22,76.76000213623047,42.31999969482422,42.59000015258789,65.01000213623047,197157900,65.01000213623047,1,0.014680501341078123
2021-01-25,159.17999267578125,61.13000106811523,96.7300033569336,76.79000091552734,177874000,76.79000091552734,-1,-0.027522031014693638
2021-01-26,150.0,80.19999694824219,88.55999755859375,147.97999572753906,178588000,147.97999572753906,-1,-0.06919738700251044
2021-01-27,380.0,249.0,354.8299865722656,347.510009765625,93396700,347.510009765625,-1,-0.24536491925026305
2021-01-28,483.0,112.25,265.0,193.6000061035156,58815800,193.6000061035156,-1,-0.020657740480140352
2021-01-29,413.9800109863281,250.0,379.7099914550781,325.0,50259200,325.0,-1,-0.21345627830131908
2021-02-01,322.0,212.0,316.55999755859375,225.0,37382200,225.0,-1,-0.04733936999353017
2021-02-02,158.0,74.22000122070312,140.75999450683594,90.0,78183100,90.0,1,0.008617123939200444
2021-02-03,113.4000015258789,85.25,112.01000213623048,92.41000366210938,42698500,92.41000366210938,1,0.015897107032496582
2021-02-04,91.5,53.33000183105469,91.19000244140624,53.5,62427300,53.5,1,0.06201455314776361
2021-02-05,95.0,51.09000015258789,54.040000915527344,63.77000045776367,80886300,63.77000045776367,1,0.020462831992983488
2021-02-08,72.66000366210938,58.02000045776367,72.41000366210938,60.0,25687300,60.0,1,0.019208672749367772
2021-02-09,57.0,46.52000045776367,56.61000061035156,50.31000137329102,26843100,50.31000137329102,1,0.08706627946961304
2021-02-10,62.83000183105469,46.54999923706055,50.77000045776367,51.20000076293945,36455000,51.20000076293945,1,0.08736169983313169
2021-02-11,55.31999969482422,48.22000122070313,50.0099983215332,51.099998474121094,12997400,51.099998474121094,1,0.08773339229128874
2021-02-12,55.2400016784668,48.04999923706055,50.75,52.4000015258789,14498000,52.4000015258789,1,0.07791640023393615
2021-02-16,53.5,49.040000915527344,52.65999984741211,49.5099983215332,8175000,49.5099983215332,1,0.08215145101491128
2021-02-17,51.18999862670898,44.560001373291016,49.77000045776367,45.93999862670898,9186800,45.93999862670898,1,0.08393554460598868
2021-02-18,48.86999893188477,40.650001525878906,48.4900016784668,40.68999862670898,23990600,40.68999862670898,1,0.08386095549210038
2021-02-19,43.88999938964844,38.5,41.27999877929688,40.59000015258789,14828200,40.59000015258789,1,0.0845798223387616
2021-02-22,48.5099983215332,42.400001525878906,46.68999862670898,46.0,19476000,46.0,1,0.08335334211831019
2021-02-23,46.22999954223633,40.0,44.97000122070313,44.97000122070313,7565200,44.97000122070313,1,0.07711185384946168
